EmployeeID,horas
1,15.588517811704836
2,16.174395674300257
3,15.957442748091605
4,15.618893129770992
5,17.062627226463114
6,19.026304071246823
7,15.171787531806615
8,15.749872773536891
9,15.362181933842251
10,15.436132315521638
11,17.138008905852423
12,15.927385496183197
13,17.086291348600515
14,17.627162849872775
15,15.03416030534352
16,15.333746819338419
17,14.624459287531801
18,19.9555979643766
19,15.214376590330787
20,17.268956743002537
21,15.778594147582702
22,14.434510178117048
23,16.502830788804072
24,15.744751908396932
25,15.250413486005087
26,18.068002544529257
27,19.36819338422392
28,16.055629770992372
29,19.70041348600509
30,14.961418575063625
31,18.49277989821883
32,15.622360050890588
33,18.55136768447837
34,15.208524173027985
35,15.442016539440202
36,18.111259541984737
37,18.700954198473276
38,14.23902671755725
39,14.737881679389314
40,16.385718829516538
41,16.26669847328245
42,16.049809160305344
43,15.883492366412208
44,15.779770992366412
45,16.2199427480916
46,15.951590330788807
47,16.035019083969463
48,16.343956743002543
49,14.93237913486005
50,14.91090966921119
51,19.521914758269705
52,17.53473282442748
53,15.560718829516537
54,15.822232824427479
55,17.570419847328232
56,15.408206106870226
57,19.875222646310434
58,15.529325699745549
59,18.725986005089062
60,16.52344147582698
61,19.47840330788803
62,18.927385496183213
63,17.910687022900767
64,15.608555979643768
65,16.040108142493644
66,19.779230279898215
67,14.549077608142492
68,14.612595419847334
69,14.206838422391858
70,18.962404580152675
71,16.309828244274808
72,15.528975826972003
73,14.871278625954199
74,17.271914758269716
75,14.475318066157755
76,15.87108778625954
77,16.029421119592868
78,17.77134223918573
79,18.178530534351147
80,15.642970737913485
81,15.763708651399494
82,15.183905852417313
83,14.612499999999992
84,17.791316793893134
85,18.74188931297711
86,17.315521628498722
87,16.102767175572524
88,15.699363867684479
89,18.19596055979644
90,16.415298982188297
91,14.955152671755725
92,14.728657760814247
93,16.602480916030547
94,15.826272264631037
95,15.589026717557259
96,19.82127862595421
97,19.27522264631044
98,15.043256997455472
99,14.893893129770989
100,17.10887404580151
101,15.511386768447846
102,15.744274809160306
103,14.866380407124677
104,16.34491094147584
105,15.921024173027982
106,18.306902035623416
107,16.085655216284984
108,14.207824427480913
109,15.852162849872776
110,15.032665394402027
111,17.42181933842239
112,19.738708651399477
113,14.269306615776083
114,16.855407124681932
115,16.147614503816783
116,14.666380407124676
117,15.327735368956736
118,16.550795165394387
119,15.545260814249367
120,14.517938931297719
121,17.3425572519084
122,17.026145038167936
123,17.767493638676847
124,15.088422391857495
125,15.766507633587786
126,14.55168575063613
127,14.917111959287537
128,16.87194656488549
129,15.282983460559793
130,14.858492366412225
131,15.864440203562335
132,18.835527989821887
133,15.820356234096689
134,16.104007633587784
135,14.088008905852417
136,15.26956106870229
137,14.494974554707378
138,15.487786259541984
139,17.365267175572516
140,18.711259541984745
141,18.597741730279896
142,15.347741730279903
143,17.987054707379137
144,16.140076335877875
145,16.6566475826972
146,15.495324427480918
147,14.807347328244278
148,15.064821882951653
149,17.10216284987277
150,15.390426208651396
151,15.754834605597956
152,15.173377862595423
153,15.404993638676853
154,14.526844783715017
155,16.154898218829512
156,15.257347328244276
157,18.840998727735364
158,14.252671755725189
159,17.05744274809159
160,14.264344783715021
161,14.309605597964378
162,16.213899491094164
163,16.11291348600509
164,15.278816793893135
165,16.246596692111947
166,15.478085241730275
167,14.557760814249372
168,16.131234096692115
169,15.132760814249359
170,15.396405852417304
171,15.877321882951652
172,15.728975826972
173,14.916380407124679
174,16.454389312977092
175,15.932633587786269
176,17.347964376590333
177,14.957474554707376
178,16.71319974554707
179,16.009923664122145
180,15.343702290076337
181,17.6708651399491
182,14.677290076335886
183,19.23384223918576
184,16.246310432569963
185,16.249013994910943
186,14.875731552162854
187,15.006806615776082
188,15.749236641221385
189,14.440426208651397
190,14.472391857506363
191,16.345515267175564
192,15.959637404580153
193,17.548218829516532
194,18.950890585241737
195,15.237499999999997
196,18.09926844783715
197,15.357474554707377
198,16.226844783715013
199,15.108874045801524
200,17.906838422391868
201,15.598187022900769
202,17.156743002544534
203,14.194020356234095
204,14.446374045801528
205,15.071119592875313
206,16.881011450381678
207,16.152480916030534
208,14.2801844783715
209,16.368861323155215
210,16.28864503816794
211,17.987977099236645
212,14.926240458015277
213,15.036800254452928
214,14.882124681933847
215,15.49134860050891
216,19.29790076335877
217,16.9553117048346
218,16.250826972010184
219,15.120737913486002
220,15.861291348600503
221,15.319274809160309
222,19.796723918575058
223,15.190521628498727
224,16.882092875318047
225,15.461863867684462
226,16.550413486005084
227,14.752608142493632
228,16.542748091603052
229,17.73486005089058
230,15.996692111959288
231,15.909891857506357
232,17.672423664122142
233,15.707251908396946
234,17.980343511450386
235,15.59099872773537
236,14.73180661577608
237,16.589885496183218
238,15.244656488549625
239,15.315712468193386
240,16.701940203562337
241,14.104134860050882
242,15.751049618320605
243,18.12096055979645
244,15.866316793893128
245,15.551335877862602
246,16.109860050890585
247,15.482919847328246
248,18.824713740458023
249,14.949109414758265
250,15.250826972010183
251,15.26723918575063
252,16.4125
253,14.4680979643766
254,18.937181933842233
255,15.135496183206108
256,17.12299618320612
257,19.415458015267184
258,14.969465648854962
259,15.4506679389313
260,16.48778625954198
261,15.760241730279901
262,15.761641221374054
263,15.20858778625954
264,17.07668575063614
265,15.616284987277357
266,18.195292620865143
267,15.0932251908397
268,16.3232824427481
269,15.082824427480915
270,16.196946564885472
271,17.29777353689567
272,15.486545801526711
273,14.776304071246813
274,15.945006361323161
275,14.956902035623406
276,17.433492366412217
277,14.943606870229013
278,15.549236641221377
279,15.233428753180648
280,15.90728371501272
281,14.597837150127225
282,15.27598600508905
283,16.02258269720102
284,14.767239185750642
285,17.529103053435115
286,15.019433842239179
287,16.20203562340966
288,15.782283715012708
289,15.439917302798976
290,18.470992366412222
291,15.59058524173028
292,15.43600508905852
293,15.894020356234098
294,15.178180661577613
295,15.41278625954198
296,16.999141221374042
297,16.504262086513993
298,15.141348600508913
299,14.29685114503817
300,15.2690203562341
301,15.621278625954194
302,19.129230279898234
303,14.924077608142495
304,14.264853689567422
305,18.417557251908395
306,15.861132315521623
307,14.521151399491098
308,16.15368956743002
309,17.93988549618319
310,16.80028625954198
311,16.611641221374047
312,15.619879134860055
313,16.1130407124682
314,15.337563613231564
315,15.147964376590338
316,14.400381679389302
317,14.976685750636136
318,17.857188295165393
319,15.522964376590332
320,18.277131043256993
321,19.429834605597975
322,15.148600508905842
323,16.779421119592882
324,15.128307888040714
325,15.462150127226467
326,15.862436386768447
327,16.70155852417302
328,16.485337150127222
329,15.655756997455475
330,14.754866412213739
331,15.014058524173038
332,19.803530534351143
333,15.872487277353692
334,16.837245547073778
335,17.888136132315516
336,15.601463104325704
337,15.959478371501264
338,16.960655216284987
339,16.287436386768444
340,18.356743002544523
341,14.43622773536896
342,14.686768447837155
343,16.10623409669211
344,15.163645038167939
345,18.357601781170473
346,14.893479643765902
347,16.547519083969465
348,16.461863867684485
349,15.31075063613231
350,14.570642493638676
351,14.48120229007633
352,15.48839058524173
353,18.524936386768456
354,15.641189567430033
355,18.744243002544536
356,15.848727735368943
357,16.040807888040717
358,16.38778625954199
359,14.40858778625955
360,15.13505089058525
361,15.063040712468197
362,14.952226463104331
363,15.09942748091603
364,17.87369592875319
365,16.097105597964383
366,14.604071246819338
367,19.31488549618318
368,16.977894402035613
369,15.55566157760815
370,15.926717557251905
371,15.025349872773534
372,14.321596692111957
373,14.806265903307889
374,19.51526717557251
375,16.01797073791349
376,16.496215012722647
377,19.12302798982188
378,16.64567430025446
379,17.80944656488549
380,15.830693384223917
381,16.335019083969467
382,16.281838422391857
383,15.629198473282445
384,15.262881679389308
385,15.506456743002552
386,18.080248091603046
387,18.62948473282443
388,18.136100508905862
389,14.754675572519085
390,15.623759541984732
391,15.832188295165393
392,15.764058524173015
393,15.932092875318064
394,19.522360050890583
395,16.74726463104327
396,14.657538167938924
397,16.020896946564875
398,17.62754452926208
399,19.07515903307888
400,15.111863867684477
401,18.232347328244284
402,14.440807888040718
403,19.29996819338423
404,15.486736641221372
405,15.492366412213752
406,16.90712468193384
407,19.108683206106885
408,16.907824427480904
409,18.451558524173016
410,18.218829516539444
411,16.113867684478375
412,19.06510814249363
413,16.325826972010194
414,16.850413486005085
415,14.890521628498723
416,18.846946564885503
417,16.946342239185757
418,15.117430025445294
419,18.768734096692118
420,15.270769720101772
421,15.493575063613235
422,16.152099236641213
423,15.279452926208656
424,16.142684478371496
425,15.996819338422378
426,17.032601781170484
427,14.072582697201025
428,16.425127226463093
429,18.643638676844784
430,15.730375318066155
431,19.174777353689564
432,15.078975826972005
433,16.364312977099242
434,17.180852417302802
435,16.264058524173024
436,18.101685750636136
437,15.159605597964372
438,14.25461195928753
439,14.991507633587782
440,15.616475826972009
441,15.056202290076333
442,15.67814885496183
443,15.552417302798988
444,15.505375318066148
445,15.93489185750635
446,15.991857506361335
447,15.916412213740456
448,14.69888676844783
449,17.835146310432563
450,18.25903307888041
451,15.760082697201018
452,16.75047709923664
453,16.07792620865139
454,18.504230279898213
455,16.56784351145038
456,15.826812977099243
457,15.454198473282432
458,17.70496183206107
459,15.972709923664127
460,15.397487277353687
461,17.493320610687025
462,16.818988549618325
463,18.61119592875318
464,18.26138676844786
465,16.706552162849878
466,15.804993638676843
467,15.654707379134859
468,17.324809160305342
469,15.2746183206107
470,14.82283715012723
471,14.765903307888038
472,18.181011450381682
473,18.07582697201018
474,17.06173664122138
475,15.546374045801524
476,15.955438931297712
477,15.290521628498722
478,16.89367048346056
479,14.784414758269719
480,15.568861323155216
481,15.6780534351145
482,16.24634223918575
483,15.583524173027989
484,15.913231552162845
485,14.799713740458015
486,19.04879134860051
487,15.030470737913488
488,16.97808524173027
489,14.316921119592873
490,16.199904580152676
491,15.901113231552161
492,14.652608142493646
493,19.69195292620865
494,14.5277989821883
495,16.59933206106871
496,19.317907124681923
497,16.040617048346054
498,16.353339694656494
499,15.839726463104336
500,16.035178117048346
501,16.872582697201
502,15.743924936386763
503,16.644338422391865
504,14.556679389312983
505,16.271564885496176
506,18.132569974554702
507,16.604993638676856
508,16.19045801526717
509,17.73075699745547
510,15.346914758269719
511,14.132283715012715
512,16.82124681933843
513,15.746342239185756
514,16.118702290076335
515,15.23781806615776
516,14.928912213740466
517,14.16542620865141
518,16.705089058524177
519,17.943861323155215
520,14.70187659033078
521,19.383015267175566
522,17.535305343511453
523,15.711959287531812
524,15.67041984732825
525,15.282919847328248
526,16.388645038167926
527,15.386577608142497
528,16.48094783715012
529,16.948187022900754
530,14.938899491094144
531,15.619083969465652
532,15.088422391857511
533,14.806297709923669
534,17.87337786259541
535,15.759605597964383
536,15.869815521628498
537,15.11154580152671
538,19.463772264631036
539,19.381615776081414
540,16.045419847328233
541,18.23034351145038
542,15.84312977099236
543,14.840998727735373
544,19.430375318066154
545,16.951940203562344
546,15.187277353689565
547,14.339026717557259
548,14.430248091603056
549,16.81498091603053
550,19.755597964376594
551,14.565807888040712
552,15.547169211195927
553,15.143161577608142
554,15.589694656488552
555,16.170610687022894
556,15.488740458015261
557,15.045133587786264
558,18.698505089058532
559,14.627003816793888
560,15.32172391857506
561,14.679134860050889
562,15.42258269720103
563,14.715966921119591
564,15.297232824427482
565,16.023346055979644
566,15.346087786259528
567,16.35187659033078
568,19.74812340966922
569,14.464853689567427
570,18.812436386768454
571,15.370229007633583
572,17.147678117048343
573,16.63746819338422
574,15.307061068702286
575,16.995229007633586
576,15.68304707379135
577,15.183874045801534
578,15.746946564885496
579,15.5242048346056
580,15.159796437659027
581,16.074522900763355
582,15.826272264631044
583,15.015171755725191
584,15.803466921119595
585,18.66790712468194
586,16.461227735368958
587,16.507156488549615
588,19.085368956742993
589,15.504262086513988
590,16.509573791348597
591,16.704007633587786
592,16.39627862595421
593,14.644083969465653
594,14.222741730279898
595,16.10174936386769
596,16.000445292620864
597,17.718097964376575
598,15.810082697201022
599,15.137977099236645
600,18.220674300254455
601,15.05298982188295
602,17.28527353689567
603,18.178212468193387
604,14.652926208651401
605,14.520578880407129
606,16.34179389312977
607,15.942270992366415
608,15.85423027989822
609,14.677989821882951
610,15.920451653944026
611,15.04516539440204
612,15.845547073791346
613,16.865139949109412
614,14.544783715012725
615,14.011482188295163
616,14.732442748091598
617,14.966412213740455
618,16.118702290076335
619,15.003371501272271
620,14.434382951653944
621,16.268575063613238
622,17.203594147582702
623,15.706838422391854
624,16.626431297709924
625,16.626972010178108
626,14.566030534351146
627,15.405788804071243
628,17.006106870229008
629,17.647741730279908
630,18.450318066157777
631,18.679325699745558
632,17.267907124681926
633,15.10547073791348
634,14.523536895674301
635,16.783269720101785
636,15.452894402035627
637,16.690998727735373
638,17.231234096692106
639,15.779930025445287
640,16.14952290076335
641,15.280788804071245
642,14.794433842239192
643,15.15791984732824
644,15.073632315521634
645,16.020133587786255
646,17.809414758269714
647,15.075540712468191
648,15.601749363867674
649,14.768161577608149
650,15.37201017811706
651,19.0040076335878
652,18.71097328244275
653,15.329707379134867
654,18.110655216284975
655,17.723600508905836
656,17.72096055979644
657,18.187054707379126
658,16.420992366412214
659,15.592175572519086
660,17.580343511450394
661,19.931297709923676
662,15.021151399491092
663,15.599840966921132
664,18.08307888040713
665,16.200159033078886
666,15.934541984732823
667,19.42608142493639
668,17.5615776081425
669,14.667843511450382
670,19.665203562340963
671,14.695547073791348
672,17.667143765903315
673,15.083842239185746
674,18.404961832061066
675,16.645197201017815
676,15.111259541984731
677,16.116539440203557
678,14.776749363867683
679,14.963199745547078
680,17.31618956743003
681,14.167270992366417
682,15.173346055979641
683,16.563549618320618
684,14.874618320610695
685,15.520388040712467
686,16.189408396946558
687,16.541952926208637
688,18.364440203562335
689,18.28947201017812
690,18.369497455470736
691,19.247964376590325
692,15.107569974554707
693,17.879866412213737
694,16.013167938931293
695,17.32398218829517
696,14.226049618320598
697,18.160305343511457
698,14.675063613231552
699,16.167143765903305
700,16.066762086513993
701,16.074618320610686
702,15.105089058524165
703,16.011323155216292
704,17.64068066157762
705,17.96087786259543
706,15.238899491094148
707,15.277639949109407
708,14.326176844783715
709,16.398091603053437
710,14.217366412213744
711,14.60060432569975
712,16.479993638676852
713,15.82204198473282
714,15.340362595419839
715,16.896342239185742
